name,artists,popularity,danceability,valence,energy,explicit,key,liveness,loudness,speechiness,tempo
Circles 'Round the Moon,['Nana Grizol'],40,0.455,0.937,0.919,0,11,0.125,-4.3439999999999985,0.0804,143.461
Takes Me Nowhere,['The Offspring'],48,0.421,0.7240000000000001,0.912,0,6,0.358,-3.5580000000000003,0.0424,172.08599999999996
Mi Amor,['Dread Mar I'],59,0.584,0.338,0.49,0,5,0.0977,-6.334,0.048,170.003
My Kinda Country,['Randy Houser'],40,0.68,0.6940000000000001,0.7859999999999999,0,10,0.0299,-4.566,0.0763,80.99600000000002
Giving Up,['Ingrid Michaelson'],41,0.6940000000000001,0.26,0.0919,0,0,0.14800000000000002,-11.955,0.036000000000000004,104.986
Good Morning,['John Legend'],44,0.674,0.4320000000000001,0.501,0,7,0.0755,-9.454,0.0394,133.974
Skullcrusher Mountain,['Jonathan Coulton'],41,0.565,0.588,0.679,0,4,0.0913,-7.903,0.031,140.006
Faxing Berlin - Piano Acoustica Version,['deadmau5'],39,0.894,0.213,0.486,0,10,0.317,-11.535,0.105,127.981
Wink - Remastered Version,['Neal McCoy'],40,0.705,0.934,0.888,0,4,0.206,-5.232,0.0301,117.595
Why Do You Let Me Stay Here?,['She & Him'],41,0.508,0.448,0.804,0,7,0.105,-6.6629999999999985,0.0488,108.533
Comes & Goes,['Sweatshop Union'],41,0.627,0.742,0.58,1,11,0.219,-8.772,0.0637,103.957
Deliver Us from Evil,['Bullet For My Valentine'],38,0.433,0.544,0.931,0,7,0.0723,-4.178,0.0881,93.346
Maybach Music,"['Rick Ross', 'JAY-Z']",41,0.603,0.479,0.863,1,6,0.412,-5.9179999999999975,0.448,84.603
Love Child,['Diana Ross & The Supremes'],46,0.56,0.636,0.7240000000000001,0,9,0.308,-7.41,0.0306,104.705
LAX Files,['The Game'],45,0.75,0.265,0.54,1,0,0.5589999999999999,-7.149,0.0874,130.019
Things We Say When People Die,['George Carlin'],41,0.62,0.253,0.688,1,6,0.489,-12.144,0.945,113.564
Suicide & Redemption,['Metallica'],39,0.256,0.396,0.955,0,4,0.0877,-2.224,0.0733,164.39700000000005
Solo Dios Puede Salvar,['Lucia Parker'],47,0.436,0.277,0.674,0,4,0.823,-6.561,0.0401,145.857
"O Come, O Come, Emmanuel",['Enya'],39,0.152,0.0501,0.132,0,11,0.108,-16.553,0.0373,90.225
Eyes Without A Face - Remastered,['Billy Idol'],49,0.342,0.59,0.723,0,9,0.157,-8.0,0.0517,83.43299999999998
Addicted - Acoustic,['Saving Abel'],42,0.458,0.5379999999999999,0.562,0,5,0.625,-7.5939999999999985,0.0261,128.69299999999998
Acceptance,"['Deepak Chopra', 'Adam Plack']",44,0.531,0.147,0.114,0,0,0.115,-20.792,0.118,80.418
Haule Haule,['Sukhwinder Singh'],52,0.7120000000000001,0.96,0.7759999999999999,0,5,0.0896,-7.423999999999999,0.213,89.934
The Winner Takes It All,['ABBA'],48,0.429,0.457,0.789,0,6,0.0474,-6.447,0.0352,125.616
Waterloo Sunset,['The Kinks'],40,0.513,0.467,0.6829999999999999,0,1,0.173,-7.996,0.0246,107.865
ヒトヒラのハナビラ,['Stereopony'],38,0.653,0.7929999999999999,0.878,0,1,0.114,-3.292,0.0323,140.033
That Butt Thing,"['Horace Trahan', 'The New Ossun Express']",38,0.722,0.927,0.667,0,10,0.0313,-8.08,0.0666,75.916
The Strength To Go On,['Rise Against'],46,0.302,0.629,0.906,0,1,0.0558,-3.387,0.0555,132.746
Kirisute Gomen,['Trivium'],45,0.207,0.126,0.982,1,11,0.112,-2.623,0.251,198.171
Practice Makes Perfect,['Cute Is What We Aim For'],41,0.413,0.258,0.914,0,6,0.301,-5.795,0.0596,158.19899999999996
Bless The Lord (Son Of Man),['Tye Tribbett'],40,0.389,0.376,0.7240000000000001,0,11,0.197,-4.706,0.0312,160.017
I'm Yours,['Jason Mraz'],39,0.6859999999999999,0.718,0.457,0,11,0.105,-8.322000000000001,0.0468,150.953
Step That Step,['Sawyer Brown'],40,0.61,0.897,0.518,0,4,0.0766,-15.036,0.0288,97.707
For Ross,['Thad Fiscella'],44,0.3720000000000001,0.147,0.0681,0,4,0.123,-21.996,0.0516,97.013
St. Joseph's,['The Avett Brothers'],38,0.466,0.22,0.11,0,11,0.0995,-11.376,0.0339,157.10399999999996
Hospital,['Lydia'],41,0.448,0.209,0.7759999999999999,0,7,0.593,-6.154,0.0462,129.937
These Days - Remastered Version,['Rascal Flatts'],39,0.5820000000000001,0.332,0.746,0,7,0.201,-4.191,0.0329,81.936
What It's All About,['Girl Talk'],40,0.7140000000000001,0.764,0.7090000000000001,1,11,0.743,-7.086,0.281,90.109
The Wild Rover - Live 2007,['The High Kings'],39,0.42,0.7340000000000001,0.586,0,7,0.975,-8.589,0.0404,170.088
Put It on Ya (feat. Chris J),"['Plies', 'Chris J']",39,0.759,0.904,0.583,1,1,0.0445,-8.503,0.0864,76.023
Lonely,['Z-Ro'],38,0.509,0.422,0.498,1,9,0.112,-10.122,0.454,95.489
Abide With Me [Mp Jones],['Indelible Grace Music'],40,0.605,0.156,0.184,0,11,0.11,-15.035,0.0276,130.102
Ride Through the Country Featuring John Michael Montgomery,['Colt Ford'],39,0.6409999999999999,0.6859999999999999,0.618,0,8,0.112,-8.611,0.218,172.09599999999998
The River - New Album Version,['Noel Gourdin'],39,0.68,0.561,0.535,0,11,0.335,-5.769,0.29600000000000004,78.836
Hands In The Air,['Girl Talk'],40,0.826,0.6679999999999999,0.782,1,6,0.313,-8.502,0.0416,127.477
"Vermilion, Pt. 2 - Bloodstone Mix",['Slipknot'],45,0.509,0.156,0.509,0,1,0.135,-8.421,0.0295,122.051
Postcards from Far Away,['Coldplay'],39,0.46,0.189,0.16399999999999998,0,10,0.146,-19.387,0.048,126.704
Mary,['Zac Brown Band'],41,0.637,0.805,0.947,0,4,0.17800000000000002,-5.875,0.0457,144.99
Show 'Em the Ropes,['A Day To Remember'],41,0.258,0.48,0.957,0,8,0.589,-3.963,0.131,95.036
The End,['The Doors'],47,0.297,0.103,0.27,1,0,0.15,-15.79,0.0434,104.126
A Gentle Rain Of Thoughts,['Zen Hanami'],44,0.145,0.0383,0.0245,0,5,0.092,-30.513,0.0449,68.315
Obsesión,"['Peter Manjarrés', 'Emiliano Zuleta', 'Sergio Luis Rodríguez']",56,0.758,0.8320000000000001,0.493,0,3,0.335,-5.7570000000000014,0.0506,148.392
A.D.O.,['El Tri'],56,0.298,0.455,0.99,0,4,0.472,-3.357,0.128,134.754
Whisper to Me,['Liquid Mind'],42,0.0596,0.0332,0.11,0,5,0.0881,-23.047,0.0503,59.117
"Let It Snow, Let It Snow, Let It Snow - Live",['Michael Bublé'],40,0.454,0.6559999999999999,0.5589999999999999,0,7,0.861,-7.007999999999999,0.0714,146.461
El Bandido,['Nicolas Jaar'],56,0.8590000000000001,0.254,0.399,0,1,0.0999,-11.089,0.0451,124.009
Zombies Ate My Neighbors,['Single File'],41,0.547,0.488,0.938,0,1,0.278,-4.859,0.0625,104.015
A Party Song (The Walk of Shame),['All Time Low'],45,0.5479999999999999,0.608,0.958,0,3,0.122,-2.9810000000000003,0.0411,98.982
If You're Happy and You Know It,['Barney'],44,0.845,0.93,0.278,0,5,0.115,-17.537,0.416,124.98
Still Unbroken,['Lynyrd Skynyrd'],47,0.322,0.221,0.8959999999999999,0,6,0.197,-5.299,0.0721,177.727
No Life,['Slipknot'],48,0.28,0.5,0.983,1,7,0.305,-4.574,0.142,153.67700000000005
Marchin On,['OneRepublic'],52,0.508,0.306,0.807,0,11,0.136,-8.581,0.0686,123.034
Imma Do It,"['Fabolous', 'Kobe']",44,0.472,0.491,0.665,1,8,0.32,-9.551,0.397,159.696
Spaceman,['Dave Matthews Band'],40,0.604,0.625,0.865,0,2,0.0764,-5.207000000000002,0.0346,98.998
Grace,['Lamb of God'],41,0.3,0.18600000000000005,0.976,0,6,0.113,-3.592,0.297,129.204
Toxic Valentine,['All Time Low'],44,0.5479999999999999,0.647,0.908,0,9,0.0812,-3.895,0.0516,116.052
Arise,['Flyleaf'],43,0.449,0.181,0.892,0,4,0.308,-5.1,0.0555,146.055
雨愛,['Rainie Yang'],56,0.422,0.218,0.657,0,4,0.129,-5.274,0.0292,159.957
Free / Into the Mystic (Live from Bonnaroo),['Zac Brown Band'],41,0.268,0.134,0.542,0,1,0.929,-7.6389999999999985,0.0314,146.62
Live Like We're Dying,['Kris Allen'],42,0.578,0.934,0.9,0,0,0.287,-2.501,0.0443,92.011
Believe,['Skillet'],46,0.47,0.412,0.836,0,9,0.331,-4.348,0.0349,135.955
Mujer infiel,['Banda Pequeños Musical'],48,0.782,0.7829999999999999,0.526,0,2,0.0783,-8.334,0.0265,104.817
Las Monjitas,['Grupo Exterminador'],51,0.496,0.778,0.725,0,9,0.0754,-2.654,0.0723,208.599
Fire And The Thud,['Arctic Monkeys'],40,0.5660000000000001,0.406,0.61,0,2,0.215,-11.228,0.0388,114.904
Because He Lives,['Gaither Vocal Band'],45,0.29,0.228,0.483,0,10,0.163,-6.106,0.0314,86.397
The Best Of Me,['Brantley Gilbert'],40,0.652,0.294,0.272,0,8,0.11,-12.222,0.032,129.92
Heaven Song,['Phil Wickham'],40,0.462,0.316,0.31,0,7,0.122,-9.428,0.028,134.01
Percussion Gun,['White Rabbits'],41,0.529,0.603,0.88,0,0,0.603,-6.757999999999999,0.0473,103.231
Golden Slumbers,['Rockabye Baby!'],42,0.536,0.422,0.168,0,0,0.183,-16.314,0.0565,76.043
You Got Me,['Colbie Caillat'],41,0.636,0.489,0.517,0,7,0.331,-6.472,0.033,121.046
El Desprecio,['Aventura'],47,0.8270000000000001,0.95,0.614,0,9,0.31,-10.359000000000002,0.0366,135.045
Blood on My Hands,['The Used'],43,0.482,0.223,0.963,0,7,0.35,-3.779,0.14400000000000002,140.047
Pon De Floor,"['Major Lazer', 'Vybz Kartel']",40,0.883,0.242,0.963,0,0,0.096,-4.62,0.195,126.997
No Air (Glee Cast Version),['Glee Cast'],51,0.471,0.489,0.764,0,11,0.152,-7.249,0.0578,160.08
No soy monedita de oro,['Banda Machos'],43,0.711,0.988,0.508,0,10,0.135,-7.316,0.035,133.47299999999998
Straight Through My Heart,['Backstreet Boys'],52,0.634,0.5870000000000001,0.836,0,0,0.113,-4.601,0.0289,124.006
I Am... All Of Me,['Crush 40'],45,0.461,0.374,0.949,0,1,0.173,-6.8679999999999986,0.0667,95.012
Silvia - Roboberget Remix,['Miike Snow'],40,0.695,0.0368,0.873,0,7,0.297,-4.444,0.058,125.046
Silvia,['Miike Snow'],40,0.504,0.3,0.779,0,7,0.0925,-5.48,0.0402,119.985
Forever Ain't Enough,['J. Holiday'],45,0.6609999999999999,0.35700000000000004,0.366,0,7,0.134,-8.176,0.0415,129.744
La Curita,['Aventura'],50,0.7559999999999999,0.6829999999999999,0.696,0,1,0.129,-10.041,0.0638,89.988
Lo Unico Que Quiero,['Abel Zavala'],51,0.58,0.366,0.523,0,7,0.227,-7.09,0.0404,79.003
The Jeweller's Hands,['Arctic Monkeys'],40,0.51,0.391,0.8,0,0,0.118,-8.116,0.0488,96.935
Standing On The Shore,['Empire of the Sun'],41,0.586,0.241,0.882,0,11,0.378,-5.146,0.0344,127.998
Be Your Man,['Nesian N.I.N.E.'],43,0.789,0.232,0.495,0,11,0.0646,-7.556,0.0794,81.315
Iron Man Armored Adventures Theme,['Rooney'],46,0.5710000000000001,0.821,0.8909999999999999,0,1,0.0428,-3.518,0.047,144.985
Gunman,['Them Crooked Vultures'],48,0.353,0.382,0.867,0,9,0.183,-3.908,0.0406,112.684
Ella AKA Ganas De Volver A Amar,['El Trono de Mexico'],49,0.624,0.965,0.6940000000000001,0,3,0.0493,-4.275,0.0327,135.924
Paperweight by Joshua Radin and Schuyler Fisk,['Joshua Radin'],50,0.422,0.405,0.119,0,8,0.0959,-15.182,0.0354,179.84400000000005
Don't Wake Me,['Skillet'],46,0.508,0.35100000000000003,0.8220000000000001,0,0,0.109,-4.577,0.0338,131.078
You Should Be Dancing,['Bee Gees'],48,0.7040000000000001,0.96,0.852,0,0,0.625,-6.521,0.0302,122.969
你瞞我瞞,['Jason Chan'],56,0.65,0.403,0.425,0,9,0.12,-7.816,0.0266,75.988
El Próximo Viernes - Live Version,['Thalia'],48,0.755,0.764,0.833,0,5,0.997,-5.4910000000000005,0.0376,92.0
Nobody to Blame,['Cody Johnson'],40,0.505,0.227,0.418,0,9,0.0481,-8.41,0.0262,129.985
Cold Fame,['Band Of Skulls'],40,0.491,0.14800000000000002,0.404,0,2,0.114,-6.78,0.0319,116.143
Kids In America,['MxPx'],49,0.444,0.562,0.908,0,9,0.129,-5.058,0.0623,180.107
Country Roads,['Ryan Bingham'],41,0.5760000000000001,0.908,0.7859999999999999,0,0,0.115,-5.169,0.0282,134.968
"Dance, Dance",['Fall Out Boy'],43,0.63,0.5,0.966,0,11,0.0354,-2.879,0.134,114.454
Keep the Girl,['Jason Aldean'],40,0.619,0.395,0.701,0,10,0.092,-5.5539999999999985,0.0314,104.53
On My Highway,['Jason Aldean'],40,0.516,0.344,0.484,0,1,0.11,-5.346,0.0284,148.442
Anywhere but Here,['Mayday Parade'],42,0.414,0.42,0.946,0,4,0.278,-3.419,0.0856,165.015
Not Anymore,['LeToya'],42,0.631,0.513,0.5870000000000001,0,8,0.0619,-5.408,0.183,135.963
Joy To The World,['Trio West'],46,0.523,0.507,0.24,0,0,0.077,-16.067999999999998,0.0362,119.753
Trapped by a Thing Called Love,['Denise LaSalle'],50,0.7190000000000001,0.8240000000000001,0.486,0,5,0.0718,-9.489,0.0538,141.515
Release Me,['Agnes'],62,0.621,0.716,0.923,0,2,0.108,-3.124,0.0321,127.973
Perfect,['Hedley'],50,0.428,0.328,0.8540000000000001,0,0,0.0953,-4.509,0.0564,153.24
This Empty Northern Hemisphere,['Gregory Alan Isakov'],46,0.361,0.0657,0.341,0,5,0.105,-12.62,0.03,93.451
Divinations,['Mastodon'],44,0.252,0.163,0.977,0,10,0.0977,-4.945,0.0919,139.05200000000002
Girl Named Tennessee,['NEEDTOBREATHE'],41,0.601,0.653,0.777,0,0,0.173,-5.704,0.0432,93.975
Necta (Butterfly),['Sashamon'],46,0.887,0.7290000000000001,0.528,0,7,0.0613,-7.59,0.0862,144.118
Shooting Stars,['Bag Raiders'],47,0.664,0.555,0.7170000000000001,0,11,0.138,-5.699,0.0391,124.989
Set To Fail,['Lamb of God'],40,0.494,0.29,0.995,0,9,0.146,-1.868,0.147,112.714
Horseshoes and Handgrenades,['Green Day'],46,0.456,0.684,0.993,1,9,0.297,-2.471,0.0594,142.966
Happy,['Leona Lewis'],51,0.4920000000000001,0.235,0.6409999999999999,0,0,0.0809,-5.296,0.0448,76.07
Marchin On,['OneRepublic'],40,0.507,0.308,0.815,0,11,0.133,-8.558,0.0704,123.024
Opening,['Nicholas Hooper'],47,0.218,0.114,0.194,0,7,0.11,-21.70300000000001,0.0426,142.457
Folding Chair,['Regina Spektor'],44,0.701,0.468,0.516,0,0,0.108,-9.244,0.0462,130.053
When I'm Stoned,['Jason Boland'],40,0.665,0.799,0.615,0,9,0.131,-9.306,0.0259,93.992
Crepuscolo Sul Mare,['Piero Umiliani'],47,0.269,0.363,0.443,0,5,0.111,-12.812,0.0315,100.295
Tú Lo Decidiste,['Ana Gabriel'],43,0.66,0.393,0.272,0,5,0.105,-7.8610000000000015,0.0319,92.114
Meddler,['August Burns Red'],40,0.14300000000000002,0.29,0.975,0,8,0.155,-4.105,0.202,180.08599999999996
If You Like It Or Not,['The Brobecks'],44,0.396,0.867,0.758,0,1,0.0536,-5.62,0.0645,163.955
No Hay Manera,['Akwid'],57,0.947,0.769,0.679,0,10,0.0502,-2.513,0.138,102.537
Like a Virgin,['Madonna'],52,0.775,0.96,0.8,0,3,0.0976,-3.338,0.036000000000000004,119.725
We Weren't Born To Follow,['Bon Jovi'],54,0.5,0.716,0.847,0,11,0.0875,-4.222,0.0417,125.964
Unstoppable,['Rascal Flatts'],42,0.473,0.506,0.799,0,3,0.121,-4.798,0.0483,155.892
Te Quiero - Spanglish Version,"['Flex', 'Belinda']",41,0.423,0.3,0.7709999999999999,0,1,0.0877,-6.29,0.0403,111.728
Nothing For Me Here,['Dope'],47,0.369,0.425,0.93,1,1,0.104,-4.913,0.145,173.063
Hosanna,['Marco Barrientos'],49,0.464,0.243,0.853,0,11,0.967,-7.2,0.056,146.048
The Perfect Mistake,['Cartel'],41,0.415,0.5670000000000001,0.91,0,6,0.225,-2.567,0.0607,163.079
Swimming,['Florence + The Machine'],40,0.402,0.343,0.862,0,9,0.111,-4.202,0.261,109.23
Peacemaker,['Green Day'],47,0.561,0.7959999999999999,0.956,0,11,0.359,-4.045,0.041,99.473
Boneyards,['Parkway Drive'],45,0.158,0.272,0.947,0,1,0.231,-4.006,0.19,194.346
My Whole Family... (live),['Bo Burnham'],44,0.444,0.747,0.8290000000000001,1,7,0.967,-6.1,0.792,98.544
Show and Tell - Rerecorded,['Al Wilson'],41,0.41,0.888,0.4270000000000001,0,2,0.163,-11.083,0.0281,174.584
Esta Triste Soledad,['Grupo Bryndis'],44,0.588,0.539,0.708,0,0,0.325,-7.005,0.0256,148.344
Picture On The Dashboard,['Brantley Gilbert'],39,0.515,0.292,0.131,0,7,0.111,-13.858,0.044,133.07399999999998
Necesito Más De Ti,['Duelo'],49,0.6609999999999999,0.894,0.685,0,2,0.152,-7.8610000000000015,0.0576,171.196
Sorry,['Buckcherry'],41,0.522,0.139,0.8170000000000001,1,2,0.7559999999999999,-3.352,0.0343,131.054
My Life Would Suck Without You (Glee Cast Version),['Glee Cast'],51,0.471,0.449,0.6629999999999999,0,9,0.0801,-6.284,0.0348,145.078
Patron Tequila,"['Paradiso Girls', 'Lil Jon', 'Eve']",44,0.898,0.835,0.81,1,8,0.0763,-5.822,0.0838,120.001
Many of Horror,['Biffy Clyro'],56,0.498,0.257,0.647,0,1,0.146,-7.631,0.0358,163.87
I Like the Way You Love Me,['Lil Rob'],40,0.738,0.645,0.354,0,0,0.18600000000000005,-9.849,0.463,77.898
"Love Like a Sunset, Pt. 2",['Phoenix'],41,0.5579999999999999,0.0506,0.43,0,3,0.102,-9.33,0.0377,115.913
Sweet Caroline (Glee Cast Version),['Glee Cast'],51,0.63,0.638,0.449,0,11,0.0792,-7.127000000000002,0.0337,124.03
Potion Approaching,['Arctic Monkeys'],40,0.421,0.767,0.758,0,4,0.0905,-8.945,0.0429,103.659
Rock My World - Little Country Girl,['Brooks & Dunn'],42,0.703,0.883,0.855,0,9,0.5820000000000001,-4.822,0.0328,120.308
Better Believe It (feat. Young Jeezy & Webbie),"['Boosie Badazz', 'Webbie', 'Jeezy']",40,0.6609999999999999,0.279,0.8170000000000001,1,2,0.217,-5.783,0.0489,124.978
Wonderful World (Re-Record),"[""Herman's Hermits""]",43,0.71,0.964,0.722,0,0,0.297,-7.659,0.053,141.877
40 Dogs (Like Romeo and Juliet),['Bob Schneider'],40,0.602,0.385,0.68,0,9,0.163,-6.5120000000000005,0.03,121.981
"Here's Lookin At You, Kid",['The Gaslight Anthem'],45,0.573,0.0819,0.505,0,11,0.14800000000000002,-10.601,0.0281,99.873
Pencil Full of Lead,['Paolo Nutini'],48,0.735,0.833,0.767,0,7,0.146,-6.5360000000000005,0.116,106.132
Still,['Volcano Choir'],46,0.183,0.0328,0.362,0,11,0.165,-13.962,0.0349,133.80200000000002
Farewell Aragog,['Nicholas Hooper'],46,0.123,0.0518,0.0344,0,7,0.0835,-25.105,0.0467,81.955
Prom Queen,"['Lil Wayne', 'Shanell']",40,0.514,0.365,0.8759999999999999,1,7,0.17,-4.828,0.0625,144.035
Hidden in My Heart,['Scripture Lullabies'],41,0.45,0.131,0.224,0,5,0.152,-12.626,0.0288,97.038
Even Though,['Norah Jones'],51,0.703,0.652,0.482,0,1,0.0973,-10.487,0.0389,116.145
Se Nos Murió el Amor,['El Güero y Su Banda Centenario'],42,0.632,0.914,0.7,0,0,0.168,-6.142,0.0445,149.81799999999996
Dear God - Live,['Smokie Norful'],41,0.382,0.475,0.384,0,10,0.965,-9.712,0.0858,86.428
Before the Lobotomy,['Green Day'],46,0.327,0.301,0.836,1,1,0.273,-4.132,0.039,136.167
Si Yo Fuera Él,['Cardenales De Nuevo León'],49,0.374,0.5329999999999999,0.831,0,9,0.0871,-4.3580000000000005,0.136,195.03
Seven,['Dave Matthews Band'],40,0.586,0.609,0.922,0,0,0.162,-5.089,0.0377,93.931
Arma-goddamn-motherfuckin-geddon,['Marilyn Manson'],42,0.598,0.728,0.8859999999999999,1,11,0.0585,-4.912,0.0315,132.016
Spellbound,['Lacuna Coil'],47,0.318,0.285,0.924,0,9,0.342,-2.768,0.0551,184.101
Shadows,['Red'],43,0.325,0.365,0.85,0,6,0.293,-4.383,0.0513,177.935
Me and Your Cigarettes,['Miranda Lambert'],40,0.57,0.396,0.8009999999999999,0,6,0.101,-3.634,0.0308,115.041
Midnight Thunderstorm Part 2,"['Lightning, Thunder and Rain Storm']",43,0.116,0.0293,0.338,0,1,0.342,-36.63800000000001,0.0648,94.453
我很好那麼你呢?,['Cyndi Wang'],43,0.67,0.547,0.483,0,3,0.0688,-5.559,0.0277,119.997
Running To The Edge Of The World,['Marilyn Manson'],43,0.513,0.07200000000000001,0.581,1,4,0.214,-6.309,0.0289,132.957
Queen of Mars,['Candace'],40,0.725,0.898,0.772,0,4,0.139,-5.774,0.135,99.961
Holding Out for a Hero - Single Version,['Bonnie Tyler'],51,0.5479999999999999,0.84,0.889,0,9,0.128,-7.973,0.0614,149.093
Celebration,['Madonna'],54,0.637,0.933,0.8909999999999999,0,11,0.0686,-4.1389999999999985,0.0345,126.002
When Everyday's The Weekend,['Asking Alexandria'],44,0.343,0.235,0.944,1,2,0.256,-4.292,0.0713,120.026
Somebody to Love,['Rockabye Baby!'],44,0.488,0.555,0.0632,0,8,0.0933,-20.684,0.0555,185.838
Egg,['Shoe'],45,0.708,0.614,0.8540000000000001,0,5,0.0652,-5.671,0.0991,111.91
The Perfect Space,['The Avett Brothers'],40,0.392,0.111,0.217,0,0,0.218,-9.148,0.0332,112.559
Virtual Diva,['Don Omar'],58,0.7829999999999999,0.6920000000000001,0.87,0,8,0.393,-4.657,0.0485,114.012
Have Faith In Me,['A Day To Remember'],43,0.507,0.7140000000000001,0.933,0,0,0.105,-4.7,0.0868,149.998
Hide the Pain (feat. Doc Well & G Money),"['Clika 1', 'Doc Well', 'G $ Money']",40,0.725,0.47,0.726,0,5,0.499,-4.672,0.145,109.997
How Many Kings,['Downhere'],41,0.3,0.256,0.418,0,11,0.161,-9.296,0.0305,107.909
Estaré Contigo Cuando Triste Estés (Before The Next Teardrop Falls) - Version Original,['Jenni Rivera'],46,0.738,0.589,0.366,0,2,0.147,-6.8,0.0279,97.994
Here Comes Goodbye,['Rascal Flatts'],42,0.431,0.181,0.584,0,2,0.142,-6.025,0.0336,146.17600000000004
La Agarro Bajando,['Gilberto Santa Rosa'],54,0.8109999999999999,0.964,0.763,0,1,0.145,-6.8610000000000015,0.0417,100.268
Zero,['Yeah Yeah Yeahs'],40,0.504,0.147,0.947,0,11,0.383,-4.11,0.106,124.013
S. B. M. T.,['The Bastard Suns'],42,0.7509999999999999,0.792,0.747,0,7,0.147,-5.494,0.0581,129.054
In The Trunk,['Tech N9ne'],39,0.562,0.55,0.609,1,4,0.746,-8.203,0.471,77.343
Maybe This Time (Glee Cast Version) (feat. Kristin Chenoweth),"['Glee Cast', 'Kristin Chenoweth']",48,0.399,0.194,0.382,0,6,0.119,-8.11,0.168,86.463
Adagio For Strings,['Tiësto'],52,0.604,0.205,0.939,0,10,0.0723,-7.49,0.0544,139.975
Why Don't You Love Me,['Beyoncé'],43,0.6920000000000001,0.745,0.727,0,6,0.0568,-4.562,0.0868,136.87
Setting Yourself Up For Sarcasm,['Get Scared'],47,0.255,0.215,0.961,0,2,0.279,-1.891,0.109,88.27
Sea Within A Sea,['The Horrors'],39,0.521,0.429,0.82,0,1,0.102,-7.497000000000001,0.032,144.011
I'm Lindana and I Wanna Have Fun,['Lindana'],40,0.7490000000000001,0.97,0.855,0,5,0.0504,-4.123,0.068,145.064
Que Vuelva,['Los Horóscopos De Durango'],45,0.705,0.89,0.6659999999999999,0,10,0.0914,-4.3210000000000015,0.0398,145.762
"Le Festin - From ""Ratatouille""",['Camille'],45,0.439,0.285,0.317,0,3,0.0784,-10.371,0.0432,139.227
Amongst The Waves,['Pearl Jam'],50,0.5579999999999999,0.5579999999999999,0.747,0,9,0.142,-6.07,0.0319,127.102
"Into the Light, Pt. 2",['Liquid Mind'],42,0.0615,0.0335,0.0926,0,1,0.116,-24.347,0.0443,63.519
Biting A Puppy,['Todd Glass'],40,0.474,0.738,0.8,1,6,0.894,-6.381,0.929,46.195
Arms Open Wide - Live In Australia/2009,['Hillsong UNITED'],40,0.248,0.201,0.561,0,2,0.472,-7.58,0.038,169.93
Hate,"['JAY-Z', 'Kanye West']",43,0.738,0.75,0.775,1,6,0.637,-2.597,0.28300000000000003,119.989
Un Beso Al Viento,['Los Tinos'],42,0.735,0.826,0.524,0,7,0.166,-9.517,0.0289,102.042
My Funeral,['Dope'],49,0.489,0.521,0.93,1,3,0.149,-5.7189999999999985,0.0537,123.982
Restless Heart Syndrome,['Green Day'],46,0.253,0.424,0.826,0,2,0.0735,-4.654,0.0309,164.22799999999995
Si No Te Hubieras Ido,['Marco Antonio Solís'],47,0.737,0.48,0.604,0,0,0.223,-5.888,0.0239,95.03
Promise Me,['Lil Suzy'],40,0.727,0.309,0.657,0,5,0.0984,-9.577,0.0359,126.011
Devil on My Shoulder,['Billy Talent'],39,0.588,0.565,0.892,0,2,0.32,-4.322,0.0337,95.905
"Chopin: Nocturne No. 2 in E-Flat Major, Op. 9 No. 2","['Frédéric Chopin', 'Elisabeth Leonskaja']",50,0.402,0.0862,0.0208,0,3,0.097,-27.294,0.0449,94.457
We Three Kings,['Straight No Chaser'],41,0.469,0.715,0.329,0,2,0.0696,-9.457,0.0287,168.889
Rap Gamez Callin,['Stevie Stone'],46,0.7509999999999999,0.5589999999999999,0.693,1,8,0.225,-6.021,0.22,92.031
Prosthetics,['Slipknot'],47,0.268,0.211,0.991,1,6,0.916,-5.251,0.12,146.231
Osaka Loop Line,['Discovery'],41,0.7040000000000001,0.642,0.49,0,9,0.157,-6.6670000000000025,0.339,155.909
Butterflies,['Kolohe Kai'],46,0.779,0.674,0.691,0,9,0.364,-5.553,0.0405,136.971
Lullaby Baby,['Bedtime Baby'],44,0.471,0.28600000000000003,0.0671,0,3,0.113,-17.599,0.0541,126.241
Drag Queens and Goth People,['John Mulaney'],41,0.472,0.608,0.8370000000000001,0,1,0.8759999999999999,-6.949,0.92,58.794
Lean On Me (Glee Cast Version),['Glee Cast'],49,0.385,0.488,0.682,0,9,0.314,-6.358,0.079,172.255
Countdown,['Phoenix'],40,0.378,0.426,0.726,0,11,0.0768,-6.009,0.0501,147.884
AGAIN (鋼の錬金術師 FULLMETAL ALCHEMIST),['Mika Ogawa'],49,0.637,0.595,0.7859999999999999,0,0,0.365,-2.32,0.038,140.005
"Love Like a Sunset, Pt. 1",['Phoenix'],41,0.625,0.273,0.5429999999999999,0,11,0.104,-10.3,0.0291,124.981
Chase Through the Subway,['John Mulaney'],41,0.528,0.599,0.863,0,11,0.7190000000000001,-5.989,0.916,74.061
503,"['Hans Zimmer', 'Joshua Bell', 'Nick Glennie-Smith']",51,0.275,0.0424,0.485,0,2,0.481,-11.743,0.0494,91.562
Math and King Solomon,['John Mulaney'],41,0.511,0.536,0.6920000000000001,0,4,0.7979999999999999,-7.04,0.935,61.362
